03/02/18 18:00,Lille OSC,0 - 3,Paris St. Germain,17.92,7.84,1.14,
03/02/18 21:00,Montpellier HSC,2 - 1,Angers SCO,2.01,3.08,4.16,
03/02/18 21:00,OGC Nice,0 - 1,Toulouse FC,1.81,3.42,4.67,
03/02/18 21:00,RC Strasbourg,0 - 2,Girondins Bordeaux,3.1,3.06,2.43,
03/02/18 21:00,Amiens AC,0 - 2,AS St. Etienne,2.81,3,2.68,
04/02/18 16:00,Stade Rennes,0 - 1,EA Guingamp,1.77,3.44,4.83,
04/02/18 18:00,SM Caen,3 - 2,FC Nantes,2.92,2.93,2.65,
04/02/18 22:00,AS Monaco,3 - 2,Olympique Lyon,2.48,3.49,2.71,
20/02/18 19:30,ESTAC Troyes,0 - 0,Dijon FCO,2.51,3.18,2.88,
09/02/18 21:45,AS St. Etienne,2 - 2,Olympique Marseille,3.74,3.47,1.98,
10/02/18 18:00,Toulouse FC,0 - 1,Paris St. Germain,15.36,7.28,1.17,
10/02/18 21:00,Dijon FCO,3 - 2,OGC Nice,2.76,3.19,2.6,
10/02/18 21:00,EA Guingamp,0 - 0,SM Caen,2.07,3.22,3.77,
10/02/18 21:00,FC Metz,0 - 1,Montpellier HSC,3.24,3.16,2.3,
10/02/18 21:00,Girondins Bordeaux,3 - 2,Amiens AC,1.5,3.89,7.37,
10/02/18 21:00,Angers SCO,0 - 4,AS Monaco,3.02,3.18,2.41,
11/02/18 16:00,RC Strasbourg,2 - 1,ESTAC Troyes,1.86,3.38,4.43,
11/02/18 18:00,FC Nantes,2 - 2,Lille OSC,1.87,3.26,4.56,
11/02/18 22:00,Olympique Lyon,0 - 2,Stade Rennes,1.39,4.74,7.52,
16/02/18 21:45,AS Monaco,4 - 0,Dijon FCO,1.32,5.36,8.46,
17/02/18 18:00,Paris St. Germain,5 - 2,RC Strasbourg,1.05,14.18,32.65,
17/02/18 21:00,ESTAC Troyes,1 - 0,FC Metz,2.45,3.17,2.96,
17/02/18 21:00,Montpellier HSC,1 - 1,EA Guingamp,1.72,3.46,5.26,
17/02/18 21:00,Amiens AC,0 - 0,Toulouse FC,2.61,2.96,2.94,
17/02/18 21:00,Angers SCO,0 - 1,AS St. Etienne,2.55,3.05,2.94,
17/02/18 21:00,SM Caen,2 - 2,Stade Rennes,2.54,3.06,2.94,
18/02/18 16:00,OGC Nice,1 - 1,FC Nantes,2.18,3.22,3.43,
18/02/18 18:00,Lille OSC,2 - 2,Olympique Lyon,4.27,3.48,1.86,
18/02/18 22:00,Olympique Marseille,1 - 0,Girondins Bordeaux,1.6,3.91,5.62,
23/02/18 21:45,RC Strasbourg,0 - 0,Montpellier HSC,3.05,3.06,2.47,
24/02/18 18:00,Toulouse FC,3 - 3,AS Monaco,4.6,3.53,1.79,
24/02/18 21:00,Dijon FCO,2 - 0,SM Caen,2.32,3.21,3.15,
24/02/18 21:00,EA Guingamp,2 - 2,FC Metz,1.95,3.38,3.93,
24/02/18 21:00,FC Nantes,0 - 1,Amiens AC,1.58,3.63,6.52,
24/02/18 21:00,Lille OSC,1 - 2,Angers SCO,2.4,3.02,3.2,
24/02/18 21:00,Stade Rennes,2 - 0,ESTAC Troyes,1.63,3.67,5.75,
25/02/18 16:00,Girondins Bordeaux,0 - 0,OGC Nice,1.99,3.21,4.08,
25/02/18 18:00,Olympique Lyon,1 - 1,AS St. Etienne,1.57,4.02,5.73,
25/02/18 22:00,Paris St. Germain,3 - 0,Olympique Marseille,1.24,6.46,10.32,
02/03/18 20:00,OGC Nice,2 - 1,Lille OSC,1.72,3.5,5.16,
02/03/18 21:45,AS Monaco,2 - 1,Girondins Bordeaux,1.65,3.77,5.41,
03/03/18 18:00,ESTAC Troyes,0 - 2,Paris St. Germain,9.24,5.19,1.31,
03/03/18 21:00,AS St. Etienne,2 - 2,Dijon FCO,1.66,3.66,5.33,
03/03/18 21:00,FC Metz,1 - 1,Toulouse FC,2.67,3.12,2.73,
03/03/18 21:00,Amiens AC,0 - 2,Stade Rennes,3.28,3.08,2.31,
03/03/18 21:00,Angers SCO,3 - 0,EA Guingamp,1.95,3.25,4.15,
04/03/18 16:00,SM Caen,2 - 0,RC Strasbourg,2.13,3.15,3.65,
04/03/18 18:00,Montpellier HSC,1 - 1,Olympique Lyon,2.86,3.13,2.57,
04/03/18 22:00,Olympique Marseille,1 - 1,FC Nantes,1.49,4.11,6.89,
09/03/18 21:45,RC Strasbourg,1 - 3,AS Monaco,4.91,3.69,1.71,
10/03/18 18:00,Paris St. Germain,5 - 0,FC Metz,1.07,12.76,23.27,
10/03/18 21:00,Stade Rennes,1 - 1,AS St. Etienne,2.14,3.16,3.64,
10/03/18 21:00,Lille OSC,1 - 1,Montpellier HSC,3.11,2.98,2.48,
10/03/18 21:00,Girondins Bordeaux,0 - 0,Angers SCO,1.86,3.25,4.66,
10/03/18 21:00,Dijon FCO,1 - 1,Amiens AC,2.03,3.31,3.79,
10/03/18 21:00,FC Nantes,1 - 0,ESTAC Troyes,1.57,3.69,6.76,
11/03/18 16:00,EA Guingamp,2 - 5,OGC Nice,2.73,3.12,2.68,
11/03/18 18:00,Olympique Lyon,1 - 0,SM Caen,1.36,4.83,8.39,
11/03/18 22:00,Toulouse FC,1 - 2,Olympique Marseille,4.37,3.41,1.85,
16/03/18 21:45,AS Monaco,2 - 1,Lille OSC,1.29,5.52,9.97,
17/03/18 18:00,Girondins Bordeaux,0 - 2,Stade Rennes,2.05,3.2,3.83,
17/03/18 21:00,Amiens AC,1 - 1,ESTAC Troyes,2.25,3.07,3.46,
17/03/18 21:00,Angers SCO,3 - 0,SM Caen,1.97,3.19,4.25,
17/03/18 21:00,Montpellier HSC,2 - 2,Dijon FCO,1.67,3.63,5.38,
17/03/18 21:00,Toulouse FC,2 - 2,RC Strasbourg,1.95,3.31,4.08,
18/03/18 14:00,OGC Nice,1 - 2,Paris St. Germain,8.73,5.55,1.31,
18/03/18 16:00,FC Metz,1 - 1,FC Nantes,3.59,3.26,2.11,
18/03/18 18:00,AS St. Etienne,2 - 0,EA Guingamp,1.73,3.55,4.97,
18/03/18 22:00,Olympique Marseille,2 - 3,Olympique Lyon,1.91,3.57,3.89,
14/03/18 18:00,Paris St. Germain,2 - 1,Angers SCO,1.07,11.65,25.11,
31/03/18 17:00,Dijon FCO,1 - 3,Olympique Marseille,4.67,3.84,1.7,
01/04/18 15:00,EA Guingamp,2 - 1,Girondins Bordeaux,2.99,3.02,2.49,
01/04/18 17:00,ESTAC Troyes,0 - 2,OGC Nice,3.65,3.28,2.06,
01/04/18 17:00,FC Nantes,0 - 3,AS St. Etienne,2.2,3.1,3.49,
01/04/18 17:00,Lille OSC,0 - 1,Amiens AC,2.06,3.13,3.85,
01/04/18 17:00,RC Strasbourg,2 - 2,FC Metz,1.84,3.63,4.09,
01/04/18 17:00,SM Caen,1 - 3,Montpellier HSC,3.19,2.95,2.42,
01/04/18 21:00,Olympique Lyon,2 - 0,Toulouse FC,1.37,4.71,8.1,
04/04/18 18:45,Stade Rennes,1 - 1,AS Monaco,3.37,3.43,2.1,
